#año,area,politica,grupo,programa,EU
2011,2,1,2,,Ordaindutakoaren araberakoak ez diren pentsioak
2011,2,2,4,,Beste prestazio ekonomiko batzuk
2011,2,3,1,,Gizarte-ekintza
2011,2,3,2,,Gizarte-sustapena
2011,2,3,3,,Gizarte-babesaren administrazio orokorra
2011,2,4,1,,Enplegua eta laneratzea sustatzea
2011,2,4,2,,Arautu gabeko lanbide-prestakuntza
2011,2,6,1,,Etxebizitza eskuratzea eta eraikuntzaren sustapena
2011,3,1,1,,Osasun-administrazio orokorra
2011,3,1,2,,"Ospitaleak, zerbitzu asistentzialak eta osasun-zentroak"
2011,3,1,3,,Osasunari buruzko jarduera publikoak
2011,3,2,1,,Hezkuntza-administrazio orokorra
2011,3,2,2,,Irakaskuntza
2011,3,2,3,,Hezkuntza-sustapena
2011,3,2,4,,Irakaskuntzako zerbitzu osagarriak
2011,3,2,5,,Azpiegitura
2011,3,3,1,,Kultura-administrazio orokorra
2011,3,3,2,,Liburutegiak eta agiritegiak
2011,3,3,3,,Museoak eta arte plastikoak
2011,3,3,4,,Kultura-sustapena
2011,3,3,5,,Arte eszenikoak
2011,3,3,6,,Kirolak eta gorputz-hezkuntza
2011,3,3,7,,Arkeologia eta ondare historiko-artistikoaren babesa
2011,4,1,1,,"Nekazaritza, abeltzaintza eta elikagaigintzako administrazio orokorra"
2011,4,1,2,,Nekazaritzako azpiegiturak eta ekoizpen-sistemak hobetzea
2011,4,1,3,,Nekazaritzako elikagaien industriaren lehiakortasuna eta elikagaien kalitatea
2011,4,1,4,,Landa-garapena
2011,4,2,1,,Industriari buruzko jarduketa administratiboak
2011,4,2,2,,Industria-birmoldaketa eta -garapena
2011,4,2,5,,Energiaren antolamendua eta eraginkortasuna
2011,4,3,1,,Merkataritza
2011,4,3,2,,Turismoa antolatzea eta sustatzea
2011,4,3,3,,Enpresa-garapena
2011,4,4,1,,Garraiorako diru-laguntzak
2011,4,5,1,,Azpiegituren administrazio orokorra
2011,4,5,2,,Ur-baliabideak
2011,4,5,3,,Lurreko garraiorako azpiegiturak
2011,4,5,6,,Ingurumeneko jarduketak
2011,4,5,8,,"Industria, merkataritza eta turismoko azpiegitura"
2011,4,5,9,,Elektrifikazioa eta argiztatzea
2011,4,5,A,,Landa-inguruneko komunikabideak
2011,4,5,B,,Komunitatearen ongizaterako beste zerbitzu batzuk
2011,4,6,5,,Osasunarekin lotutako ikerketa eta garapena
2011,4,6,7,,Beste sektore batzuetako ikerketa eta garapena
2011,4,6,8,,Azterlan teknikoak
2011,4,6,9,,Beste berrikuntza teknologiko batzuk
2011,4,9,1,,Komunikazioak
2011,4,9,2,,Lehiaren defentsa
2011,4,9,3,,Finantza-sektorearen antolamendua
2011,4,9,4,,Lan-harremanak
2011,4,9,5,,"Kartografia, meteorologia eta metrologia"
2011,9,1,1,,Foru Komunitateko goi-zuzendaritza
2011,9,1,2,,Gobernuaren goi-zuzendaritza
2011,9,2,1,,Administrazio orokorra
2011,9,2,2,,Gobernuaren lurraldeko koordinazioa eta antolakuntza
2011,9,2,3,,Ekonomia eta ogasunaren administrazio orokorra
2011,9,3,1,,Politika ekonomikoa y fiskala
2011,9,3,2,,Zerga-sistemaren kudeaketa
2011,9,4,1,,Estatuarekin egindako hitzarmenak
2011,9,4,2,,Toki-erakundeentzako transferentziak
2011,9,5,1,,Zor publikoa; Herri-zorra
2011,1,1,1,2,Justiziako zuzendaritza eta zerbitzu orokorrak
2011,1,1,2,1,Organo judizialak
2011,1,1,4,1,Adingabearen babes juridikoa
2011,1,3,1,1,Segurtasun eta babes zibileko zuzendaritza eta zerbitzu orokorrak
2011,1,3,2,1,Herritarren segurtasuna
2011,1,3,2,2,Bide-segurtasuna
2011,1,3,3,1,Espetxeak
2011,1,3,4,1,Babes zibila
2011,1,3,4,2,Suteen prebenitu eta itzaltzeko eta salbamenduko zerbitzuak
2011,1,4,3,1,Garapenerako lankidetza
2011,1,4,4,1,"Kultura-lankidetza, -sustapena eta -hedapena atzerrian"
2011,1,4,5,1,Europar Batasunarekiko harremanak
2011,1,4,6,1,Kanpo-harremanak
2011,2,1,1,1,Kotizaziopeko pentsioa
2011,2,1,2,1,Ekarpenezkoak ez diren pentsioak eta laguntza-prestazioak
2011,2,2,4,1,Beste prestazio ekonomiko batzuk
2011,2,3,1,0,Gizarte-babesaren eta sustapenaren programazio orokorra
2011,2,3,1,3,Desgaituentzako gizarte-zerbitzuak
2011,2,3,1,4,Adinekoentzako gizarte-zerbitzuak
2011,2,3,1,5,Familientzako babesa
2011,2,3,1,6,Bergizarteratzea
2011,2,3,1,7,Haurrentzako arreta
2011,2,3,1,9,Etorkinak gizarteratzea
2011,2,3,2,1,Gazteen sustapena eta gazteentzako zerbitzuak
2011,2,3,2,2,Emakumeen eta gizonen arteko aukera-berdintasuna
2011,2,3,2,3,Genero-indarkeria osotasunean prebenitzeko jarduketak
2011,2,3,3,1,Gizarte-babeseko zuzendaritza eta zerbitzu orokorrak
2011,2,4,1,1,Laneratzea eta enplegu-egonkortasuna sustatzea
2011,2,4,1,2,Gizarte-ekonomia eta enpresen gizarte-erantzukizuna garatzea
2011,2,4,1,3,Lan-merkatuko jarduketak
2011,2,4,2,1,Lanerako lanbide-prestakuntza
2011,2,4,2,2,"Eskola-lantegiak, ofizio-etxeak eta enplegu-tailerrak"
2011,2,6,1,1,Etxebizitzako zuzendaritza eta zerbitzu orokorrak
2011,2,6,1,2,Etxebizitzen sustapena eta administrazioa
2011,2,6,1,4,"Etxebizitzak birgaitzeko, eraikitzeko eta lortzeko laguntzak"
2011,2,6,1,5,Ondare higiezinaren mantentze- eta hobekuntza-lanak
2011,2,6,1,6,Hiri-azpiegituren mantentze- eta hobekuntza-lanak udal-esparruan
2011,2,6,1,7,Hirigintza eta lurzoru-politika
2011,3,1,1,1,Osasuneko eta gizarte-babeseko zuzendaritza eta zerbitzu orokorrak
2011,3,1,1,2,Osasun-prestakuntza
2011,3,1,2,2,Lehen mailako osasun-arreta
2011,3,1,2,3,Osasun-arreta espezializatua
2011,3,1,2,4,Arreta psikiatriko eta psikikoa
2011,3,1,2,7,Osasun-zentroetako zerbitzu osagarriak
2011,3,1,2,8,Osasun-zentroetako azpiegitura eta ekipamendua
2011,3,1,3,1,Medikamentuen eta osasun-produktuen erabilera arrazionala
2011,3,1,3,2,Osasun publikoa eta kanpoko osasungintza
2011,3,1,3,4,"Terapia aurreratuak, medikuntza birsortzailea eta transplanteak"
2011,3,1,3,9,Osasuna babesteko bestelako jarduera publikoak
2011,3,2,1,1,Hezkuntzako zuzendaritza eta zerbitzu orokorrak
2011,3,2,1,2,Hezkuntza-alorreko irakasleen etengabeko prestakuntza
2011,3,2,2,0,Irakaskuntzako zuzendaritza eta zerbitzu orokorrak
2011,3,2,2,1,Haur Hezkuntza
2011,3,2,2,2,Bigarren hezkuntza
2011,3,2,2,3,Unibertsitate-irakaskuntzak
2011,3,2,2,4,Hezkuntza berezia
2011,3,2,2,5,Arte-irakaskuntzak
2011,3,2,2,7,Osabidezko hezkuntza eta helduen hezkuntza
2011,3,2,2,9,"Beste irakaskuntza batzuk (hizkuntzak, bereziak eta bestelakoak"
2011,3,2,2,A,Hezkuntzari aplikatutako teknologia berriak
2011,3,2,2,C,Batxilergoa
2011,3,2,2,D,Lehen Hezkuntza
2011,3,2,2,E,Lanbide Heziketa
2011,3,2,3,1,Ikasleentzako bekak eta laguntzak
2011,3,2,4,1,Irakaskuntzako zerbitzu osagarriak
2011,3,2,4,2,Beste eskola-jarduera batzuetarako laguntza
2011,3,2,5,1,"Eraikuntza, ekipamendua eta material didaktikoak"
2011,3,3,1,1,Kulturako zuzendaritza eta zerbitzu orokorrak
2011,3,3,2,1,Agiritegiak
2011,3,3,2,2,Liburutegiak
2011,3,3,3,1,Museoak
2011,3,3,4,1,Kultura-sustapena eta -lankidetza
2011,3,3,4,2,Liburuak eta kultura-argitalpenak sustatzea
2011,3,3,5,1,Musika eta dantza
2011,3,3,5,2,"Antzerkia, zinematografia eta beste arte eszeniko batzuk"
2011,3,3,6,1,Kirol-jarduerak sustatzea eta babestea
2011,3,3,7,1,"Ondare historikoaren administrazioa, kontserbazioa eta berriztapena"
2011,3,3,7,4,Arkeologia
2011,4,1,1,1,"Nekazaritza, abeltzaintza eta elikagaigintzako zuzendaritza eta zerbitzu orokorrak"
2011,4,1,2,1,"Nekazaritzako ekoizpenen lehiakortasuna, kalitatea eta defentsa"
2011,4,1,2,2,"Abeltzaintzako ekoizpenen lehiakortasuna, kalitatea eta defentsa"
2011,4,1,2,3,Nekazaritza-merkatuak erregulatzea
2011,4,1,3,1,Nekazaritzako elikagaien industriaren lehiakortasuna eta elikagaien kalitatea
2011,4,1,4,1,Ureztatze-lanetarako ur-baliabideak kudeatzea
2011,4,1,4,2,Landa inguruaren garapen iraunkorra
2011,4,1,4,3,Jabetzaren berrantolamendua eta lurzatiak biltzea
2011,4,2,1,1,Industriako eta energiako zuzendaritza eta zerbitzu orokorrak
2011,4,2,1,3,"Industriako lehiakortasuna, kalitatea eta segurtasuna"
2011,4,2,2,2,Industria-garapena
2011,4,2,2,3,Enpresen birmoldaketa eta berrindustrializazioa
2011,4,2,5,,Energiaren antolamendua eta eraginkortasuna
2011,4,2,5,2,Energia-neurriei buruzko pizgarriak
2011,4,3,1,3,Kanpo-merkataritza antolatzea eta sustatzea
2011,4,3,1,4,Merkataritza-egiturak antolatzea eta modernizatzea
2011,4,3,2,1,Turismoa koordinatzea eta sustatzea
2011,4,3,2,3,Hotelak eta konplexu turistikoak sustatzea
2011,4,3,3,1,Enpresa txiki eta ertainak babestea
2011,4,4,1,1,Lurreko garraiorako diru-laguntzak eta babesa
2011,4,5,1,1,Herri-lanetako azterlanak eta laguntza teknikoko zerbitzuak
2011,4,5,1,2,Herri-lanetako zuzendaritza eta zerbitzu orokorrak
2011,4,5,1,3,Ingurumeneko zuzendaritza eta zerbitzu orokorrak
2011,4,5,1,4,Garraioko zuzendaritza eta zerbitzu orokorrak
2011,4,5,2,1,Ur-baliabideen kudeaketa eta azpiegiturak
2011,4,5,3,1,Trenbide-garraioaren azpiegitura
2011,4,5,3,2,Errepide-azpiegiturak sortzea
2011,4,5,3,3,Errepideak kontserbatzea eta ustiatzea
2011,4,5,3,4,Lurreko garraioa antolatzea eta ikuskatzea
2011,4,5,6,1,Uraren kalitatea
2011,4,5,6,2,Ingurumena babestea eta hobetzea
2011,4,5,6,3,Natura-ingurunea babestea eta hobetzea
2011,4,5,6,5,Suteak prebenitu eta itzaltzea
2011,4,5,6,6,Herri-lurrak eta larreak sortzea eta hobetzea
2011,4,5,6,7,Baso-masak kontserbatzea eta hobetzea
2011,4,5,8,1,Industriako azpiegitura
2011,4,5,9,1,Elektrifikazioa eta argiztatzea
2011,4,5,A,2,Landa-bideak sortzea eta kontserbatzea
2011,4,5,B,1,Komunitatearen ongizaterako beste zerbitzu batzuk
2011,4,6,5,1,Osasun-arloko ikerketa
2011,4,6,7,3,Ikerketa eta garapen teknologiko-industriala
2011,4,6,7,7,Informazioaren gizartea ikertzea eta garatzea
2011,4,6,7,9,Telekomunikazioen berrikuntza teknologikoa
2011,4,6,8,1,Nekazaritza-sektoreko azterlan teknikoak
2011,4,6,9,,Beste berrikuntza teknologiko batzuk
2011,4,6,9,1,Beste berrikuntza teknologiko batzuk
2011,4,9,1,1,"Telekomunikazioen eta informazioaren gizartearen antolamendua, administrazioa eta sustapena"
2011,4,9,1,3,Telefonia eta irrati-telefoniako sarea mantentzea eta hedatzea
2011,4,9,2,3,Kontsumitzaileen eta erabiltzaileen eskubideak babestea eta sustatzea
2011,4,9,3,3,Kontabilitatea eta ikuskaritzak erregulatzea
2011,4,9,4,1,Lan-harremanak eta lan-baldintzak administratzea
2011,4,9,5,1,Informazio geografikoa garatzea eta aplikatzea
2011,4,9,5,3,Metrologia
2011,9,1,1,2,Legegintza
2011,9,1,1,3,Sektore publikoaren kanpo-kontrola
2011,9,1,2,1,Nafarroako Gobernua
2011,9,1,2,2,Nafarroako Foru Komunitatearen goi-aholkularitza
2011,9,1,2,3,Legebiltzarrarekiko harremanak
2011,9,2,1,1,"Administrazio Publikoaren zuzendaritza, antolamendua eta zerbitzu orokorrak"
2011,9,2,1,3,"Langileen hautaketa, prestakuntza, igoera eta ordezkaritza"
2011,9,2,1,4,"Langileen administrazioa, kudeaketa eta kontrola"
2011,9,2,1,5,Informazio-estaldura
2011,9,2,1,6,Aldizkari ofizialak editatzea eta egitea
2011,9,2,1,7,Aholkularitza eta defentsa
2011,9,2,1,8,"Ibilgailu, makineria, instalazio eta bestelakoen kontserbazioa eta mantentze-lanak"
2011,9,2,1,9,Inprimakiak eta argitalpenak
2011,9,2,1,A,Administrazio-baliabideen tramitazioa eta ebazpenak
2011,9,2,1,B,Zerbitzu orokorren koordinazioa
2011,9,2,2,1,Lurralde-politikako zuzendaritza eta zerbitzu orokorrak
2011,9,2,2,2,Koordinazio eta finantza-harremanak toki-erakundeekin
2011,9,2,2,3,Toki-administrazioaren araubide juridikoa eta langileriaren araubidea
2011,9,2,2,4,Alor tekniko edo ekonomikoetako laguntza
2011,9,2,3,1,Ondarearen kudeaketa
2011,9,2,3,3,Estatistikak prestatzea eta hedatzea
2011,9,2,3,4,Ekonomiako eta ogasuneko zuzendaritza eta zerbitzu orokorrak
2011,9,2,3,7,Diruzaintza kudeatzea
2011,9,2,3,8,Erosketak eta hornigaiak kudeatzea
2011,9,2,3,9,Ekonomia eta ogasunari laguntzeko zerbitzuak
2011,9,3,1,1,Aurreikuspen eta politika ekonomikoa
2011,9,3,1,2,Aurrekontu-politika
2011,9,3,1,4,Barne-kontrola eta kontabilitate publikoa
2011,9,3,1,5,Finantza- eta kreditu-politika
2011,9,3,2,1,Zerga-sistemaren aplikazioa
2011,9,3,2,2,Higiezinen katastroaren kudeaketa
2011,9,3,2,3,Erreklamazio ekonomiko-administratiboak ebaztea
2011,9,3,2,4,Ikuskapen fiskala
2011,9,4,1,1,Hitzarmen Ekonomikoa Estatuarekin
2011,9,4,2,2,"Toki-erakundeentzako transferentziak, Estatuaren diru-sarreretan duten partaidetzagatik"
2011,9,4,2,3,Beste transferentzia batzuk
2011,9,4,2,4,"Toki-erakundeentzako transferentziak, obra eta zerbitzuetan laguntzeko"
2011,9,4,2,5,Finantzak saneatzeko toki-erakundeentzako laguntza
2011,9,5,1,1,Zor publikoaren amortizazioa eta finantza-gastuak moneta nazionalean
