#año,area,politica,grupo,programa,descripcion
2024,4,2,2,3,Reconversión y reindustrialización de empresas
2024,4,2,2,4,Apoyo financiero y participación en empresas
2024,4,2,5,,Ordenación y eficiencia energética
2024,4,2,5,1,Normativa y desarrollo energético
2024,4,2,5,2,Incentivos sobre medidas energéticas
2024,4,3,,,"Comercio, Turismo y Pymes"
2024,4,3,1,,Comercio
2024,4,3,1,1,Promoción comercial e internacionalización de la empresa
2024,4,3,1,2,Dirección y servicios generales de comercio y turismo
2024,4,3,1,3,Ordenación y promoción del comercio exterior
2024,4,3,1,4,Ordenación y modernización de las estructuras comerciales
2024,4,3,2,,Ordenación y promoción turística
2024,4,3,2,1,Coordinación y promoción del turismo
2024,4,3,2,2,Gestión de establecimientos turísticos
2024,4,3,2,3,Promoción hotelera y de complejos turísticos
2024,4,3,3,,Desarrollo empresarial
2024,4,3,3,1,Apoyo a la pequeña y mediana empresa
2024,4,3,3,2,Desarrollo cooperativo y asociativo
2024,4,4,,,Subvenciones al transporte
2024,4,4,1,,Subvenciones al transporte
2024,4,4,1,1,Subvenciones y apoyo al transporte terrestre
2024,4,4,1,3,Subvenciones y apoyo al transporte aéreo
2024,4,5,,,Infraestructuras
2024,4,5,1,,Administración general de infraestructuras
2024,4,5,1,1,Estudios y servicios de asistencia técnica en obras públicas
2024,4,5,1,2,Dirección y servicios generales de obras públicas
2024,4,5,1,3,Dirección y servicios generales de medio ambiente
2024,4,5,1,4,Dirección y servicios generales del transporte
2024,4,5,1,5,Estudios y servicios de asistencia técnica en urbanismo
2024,4,5,1,6,Dirección y servicios generales de urbanismo
2024,4,5,2,,Recursos hidráulicos
2024,4,5,2,1,Gestión e infraestructuras de recursos hidráulicos
2024,4,5,2,2,Normativa y ordenación territorial de los recursos hídricos
2024,4,5,2,3,Estabilización de márgenes fluviales
2024,4,5,3,,Infraestructuras del transporte terrestre
2024,4,5,3,1,Infraestructura del transporte ferroviario
2024,4,5,3,2,Creación de infraestructura de carreteras
2024,4,5,3,3,Conservación y explotación de carreteras
2024,4,5,3,4,Ordenación e inspección del transporte terrestre
2024,4,5,5,,Infraestructuras del transporte aéreo
2024,4,5,5,2,Infraestructuras de aeropuertos
2024,4,5,6,,Actuaciones medioambientales
2024,4,5,6,1,Calidad del agua
2024,4,5,6,2,Protección y mejora del medio ambiente
2024,4,5,6,3,Protección y mejora del medio natural
2024,4,5,6,4,Lucha contra la erosión
2024,4,5,6,5,Prevención y extinción de incendios
2024,4,5,6,6,Creación y mejora de comunales y pastos
2024,4,5,6,7,Conservación y mejora de masas forestales
2024,4,5,6,8,Repoblación forestal
2024,4,5,6,9,Actuaciones para la prevención de la contaminación y el cambio climático
2024,4,5,8,,"Infraestructura industrial, comercial y turística"
2024,4,5,8,1,Infraestructura industrial
2024,4,5,8,2,Infraestructura comercial
2024,4,5,8,3,Infraestructura turística
2024,4,5,9,,Electrificación y alumbrado
2024,4,5,9,1,Electrificación y alumbrado
2024,4,5,A,,Vías de comunicación en el medio rural
2024,4,5,A,1,Protección y conservación de vías pecuarias
2024,4,5,A,2,Creación y conservación de caminos rurales
2024,4,5,B,,Otros servicios del bienestar comunitario
2024,4,5,B,1,Otros servicios del bienestar comunitario
2024,4,6,,,"Investigación, desarrollo e innovación"
2024,4,6,2,,Investigación y estudios relacionados con los servicios públicos generales
2024,4,6,2,1,Investigación y estudios sociológicos
2024,4,6,2,2,Investigación y estudios estadísticos y económicos
2024,4,6,3,,Investigación básica
2024,4,6,3,1,Investigación científica
2024,4,6,3,2,Fomento y coordinación de la investigación científica y técnica
2024,4,6,5,,Investigación y desarrollo relacionados con la salud
2024,4,6,5,1,Investigación sanitaria
2024,4,6,6,,Investigación y desarrollo relacionados con la educación
2024,4,6,6,1,Investigación y evaluación educativa
2024,4,6,7,,Investigación y desarrollo en otros sectores
2024,4,6,7,2,"Investigación, desarrollo y experimentación en obras públicas y comunicaciones"
2024,4,6,7,3,Investigación y desarrollo tecnológico-industrial
2024,4,6,7,4,Investigación y experimentación agraria y forestal
2024,4,6,7,5,Investigación cultural
2024,4,6,7,7,Investigación y desarrollo de la sociedad de la información
2024,4,6,7,8,"Investigación energética, medioambiental y tecnológica"
2024,4,6,7,9,Innovación tecnológica de las telecomunicaciones
2024,4,6,8,,Estudios técnicos
2024,4,6,8,1,Estudios técnicos en el sector agrario
2024,4,6,8,2,"Estudios y proyectos de los sectores turístico, industrial, comercial y otros"
2024,4,6,8,9,Otros estudios
2024,4,6,9,,Otras Innovaciones Tecnológicas
2024,4,6,9,1,Otras Innovaciones Tecnológicas
2024,4,9,,,Otras actuaciones de carácter económico
2024,4,9,1,,Comunicaciones
2024,4,9,1,1,"Ordenación, administración y promoción de las telecomunicaciones y de la sociedad de la información"
2024,4,9,1,3,Mantenimiento y ampliación de la red telefónica y radiotelefónica
2024,4,9,1,4,Mantenimiento y ampliación de la red de televisión
2024,4,9,2,,Defensa de la competencia
2024,4,9,2,1,Defensa de la competencia
2024,4,9,2,3,Protección y promoción de los derechos de los consumidores y usuarios
2024,4,9,3,,Ordenación del sector financiero
2024,4,9,3,0,Gastos generales de administración financiera
2024,4,9,3,1,"Dirección, control y gestión de seguros"
2024,4,9,3,3,Regulación contable y de auditorías
2024,4,9,4,,Relaciones laborales
2024,4,9,4,1,Administración de las relaciones laborales y condiciones de trabajo
2024,4,9,5,,"Cartografía, meteorología y metrología"
2024,4,9,5,1,Desarrollo y aplicación de la información geográfica
2024,4,9,5,2,Meteorología
2024,4,9,5,3,Metrología
2024,4,9,5,4,Geodesia y geofísica
2024,4,9,6,,Ordenación del juego
2024,4,9,6,1,Ordenación del juego
2024,9,,,,Actuaciones de carácter general
2024,9,1,,,Alta dirección
2024,9,1,1,,Alta dirección de la Comunidad Foral
2024,9,1,1,2,Actividad legislativa
2024,9,1,1,3,Control externo del sector público
2024,9,1,2,,Alta dirección del Gobierno
2024,9,1,2,1,Gobierno de Navarra
2024,9,1,2,2,Alto asesoramiento de la Comunidad Foral de Navarra
2024,9,1,2,3,Relaciones con el Parlamento
2024,9,2,,,Servicios de carácter general
2024,9,2,1,,Administración general
2024,9,2,1,1,"Dirección, organización y servicios generales de la Administración Pública"
2024,9,2,1,3,"Selección, formación, promoción y representación del personal"
2024,9,2,1,4,"Administración, gestión y control de personal"
2024,9,2,1,5,Cobertura informativa
2024,9,2,1,6,Edición y confección de boletines oficiales
2024,9,2,1,7,Asesoramiento y defensa
2024,9,2,1,8,"Conservación y mantenimiento de vehículos, maquinaria, instalaciones y otros"
2024,9,2,1,9,Impresos y publicaciones
2024,9,2,1,A,Tramitación y resolución de recursos administrativos
2024,9,2,1,B,Coordinación de servicios generales
2024,9,2,1,C,Informática
2024,9,2,2,,Coordinación y organización territorial del Gobierno
2024,9,2,2,1,Dirección y servicios generales de Política Territorial
2024,9,2,2,2,Coordinación y relaciones financieras con entidades locales
2024,9,2,2,3,Régimen jurídico y de personal de la administración local
2024,9,2,2,4,"Apoyo en aspectos técnicos, jurídicos o económicos"
2024,9,2,3,,Administración general de economía y hacienda
2024,9,2,3,1,Gestión del patrimonio
2024,9,2,3,3,Elaboración y difusión estadística
2024,9,2,3,4,Dirección y servicios generales de economía y hacienda
2024,9,2,3,5,Relaciones con los organismos financieros multilaterales
2024,9,2,3,6,Gestión de la deuda pública
2024,9,2,3,7,Gestión de tesorería
2024,9,2,3,8,Gestión de compras y suministros
2024,9,2,3,9,Servicios de apoyo a economía y hacienda
2024,9,2,4,,Participación ciudadana
2024,9,2,4,1,Elecciones y partidos políticos
2024,9,2,4,9,Otras formas de participación ciudadana
2024,9,2,9,,"Imprevistos, situaciones transitorias y contingencias de ejecución"
2024,9,2,9,1,Imprevistos y funciones no clasificadas
2024,9,3,,,Administración financiera y tributaria
2024,9,3,1,,Política económica y fiscal
2024,9,3,1,1,Previsión y política económica
2024,9,3,1,2,Política presupuestaria
2024,9,3,1,3,Política tributaria
2024,9,3,1,4,Control interno y contabilidad pública
2024,9,3,1,5,Política financiera y de créditos
2024,9,3,2,,Gestión del sistema tributario
2024,9,3,2,1,Aplicación del sistema tributario
2024,9,3,2,2,Gestión del catastro inmobiliario
2024,9,3,2,3,Resolución de reclamaciones económico-administrativas
2024,9,3,2,4,Inspección fiscal
2024,9,4,,,Transferencias a otras administraciones públicas
2024,9,4,1,,Convenios con el Estado
2024,9,4,1,1,Convenio económico con el Estado
2024,9,4,1,9,Otros convenios
2024,9,4,2,,Transferencias a entidades locales
2024,9,4,2,1,Participación en los tributos de la Hacienda Pública de Navarra
2024,9,4,2,2,Transferencias a entidades locales por participación en ingresos del Estado
2024,9,4,2,3,Otras transferencias
2024,9,4,2,4,Transferencias a entidades locales para cooperar en obras y servicios
2024,9,4,2,5,Apoyo a entidades locales para saneamiento financiero
2024,9,5,,,Deuda pública
2024,9,5,1,,Deuda pública
2024,9,5,1,1,Amortización y gastos financieros de la deuda pública en moneda nacional
2024,9,5,1,2,Amortización y gastos financieros de la deuda pública en moneda extranjera
2024,2,3,2,5,Memoria y convivencia
