#año,area,politica,grupo,programa,descripcion
2020,4,6,7,7,Investigación y desarrollo de la sociedad de la información
2020,4,6,7,8,"Investigación energética, medioambiental y tecnológica"
2020,4,6,7,9,Innovación tecnológica de las telecomunicaciones
2020,4,6,8,,Estudios técnicos
2020,4,6,8,1,Estudios técnicos en el sector agrario
2020,4,6,8,2,"Estudios y proyectos de los sectores turístico, industrial, comercial y otros"
2020,4,6,8,9,Otros estudios
2020,4,6,9,,Otras Innovaciones Tecnológicas
2020,4,6,9,1,Otras Innovaciones Tecnológicas
2020,4,9,,,Otras actuaciones de carácter económico
2020,4,9,1,,Comunicaciones
2020,4,9,1,1,"Ordenación, administración y promoción de las telecomunicaciones y de la sociedad de la información"
2020,4,9,1,3,Mantenimiento y ampliación de la red telefónica y radiotelefónica
2020,4,9,1,4,Mantenimiento y ampliación de la red de televisión
2020,4,9,2,,Defensa de la competencia
2020,4,9,2,1,Defensa de la competencia
2020,4,9,2,3,Protección y promoción de los derechos de los consumidores y usuarios
2020,4,9,3,,Ordenación del sector financiero
2020,4,9,3,0,Gastos generales de administración financiera
2020,4,9,3,1,"Dirección, control y gestión de seguros"
2020,4,9,3,3,Regulación contable y de auditorías
2020,4,9,4,,Relaciones laborales
2020,4,9,4,1,Administración de las relaciones laborales y condiciones de trabajo
2020,4,9,5,,"Cartografía, meteorología y metrología"
2020,4,9,5,1,Desarrollo y aplicación de la información geográfica
2020,4,9,5,2,Meteorología
2020,4,9,5,3,Metrología
2020,4,9,5,4,Geodesia y geofísica
2020,4,9,6,,Ordenación del juego
2020,4,9,6,1,Ordenación del juego
2020,9,,,,Actuaciones de carácter general
2020,9,1,,,Alta dirección
2020,9,1,1,,Alta dirección de la Comunidad Foral
2020,9,1,1,2,Actividad legislativa
2020,9,1,1,3,Control externo del sector público
2020,9,1,2,,Alta dirección del Gobierno
2020,9,1,2,1,Gobierno de Navarra
2020,9,1,2,2,Alto asesoramiento de la Comunidad Foral de Navarra
2020,9,1,2,3,Relaciones con el Parlamento
2020,9,2,,,Servicios de carácter general
2020,9,2,1,,Administración general
2020,9,2,1,1,"Dirección, organización y servicios generales de la Administración Pública"
2020,9,2,1,3,"Selección, formación, promoción y representación del personal"
2020,9,2,1,4,"Administración, gestión y control de personal"
2020,9,2,1,5,Cobertura informativa
2020,9,2,1,6,Edición y confección de boletines oficiales
2020,9,2,1,7,Asesoramiento y defensa
2020,9,2,1,8,"Conservación y mantenimiento de vehículos, maquinaria, instalaciones y otros"
2020,9,2,1,9,Impresos y publicaciones
2020,9,2,1,A,Tramitación y resolución de recursos administrativos
2020,9,2,1,B,Coordinación de servicios generales
2020,9,2,1,C,Informática
2020,9,2,2,,Coordinación y organización territorial del Gobierno
2020,9,2,2,1,Dirección y servicios generales de Política Territorial
2020,9,2,2,2,Coordinación y relaciones financieras con entidades locales
2020,9,2,2,3,Régimen jurídico y de personal de la administración local
2020,9,2,2,4,"Apoyo en aspectos técnicos, jurídicos o económicos"
2020,9,2,3,,Administración general de economía y hacienda
2020,9,2,3,1,Gestión del patrimonio
2020,9,2,3,3,Elaboración y difusión estadística
2020,9,2,3,4,Dirección y servicios generales de economía y hacienda
2020,9,2,3,5,Relaciones con los organismos financieros multilaterales
2020,9,2,3,6,Gestión de la deuda pública
2020,9,2,3,7,Gestión de tesorería
2020,9,2,3,8,Gestión de compras y suministros
2020,9,2,3,9,Servicios de apoyo a economía y hacienda
2020,9,2,4,,Participación ciudadana
2020,9,2,4,1,Elecciones y partidos políticos
2020,9,2,4,9,Otras formas de participación ciudadana
2020,9,2,9,,"Imprevistos, situaciones transitorias y contingencias de ejecución"
2020,9,2,9,1,Imprevistos y funciones no clasificadas
2020,9,3,,,Administración financiera y tributaria
2020,9,3,1,,Política económica y fiscal
2020,9,3,1,1,Previsión y política económica
2020,9,3,1,2,Política presupuestaria
2020,9,3,1,3,Política tributaria
2020,9,3,1,4,Control interno y contabilidad pública
2020,9,3,1,5,Política financiera y de créditos
2020,9,3,2,,Gestión del sistema tributario
2020,9,3,2,1,Aplicación del sistema tributario
2020,9,3,2,2,Gestión del catastro inmobiliario
2020,9,3,2,3,Resolución de reclamaciones económico-administrativas
2020,9,3,2,4,Inspección fiscal
2020,9,4,,,Transferencias a otras administraciones públicas
2020,9,4,1,,Convenios con el Estado
2020,9,4,1,1,Convenio económico con el Estado
2020,9,4,1,9,Otros convenios
2020,9,4,2,,Transferencias a entidades locales
2020,9,4,2,1,Participación en los tributos de la Hacienda Pública de Navarra
2020,9,4,2,2,Transferencias a entidades locales por participación en ingresos del Estado
2020,9,4,2,3,Otras transferencias
2020,9,4,2,4,Transferencias a entidades locales para cooperar en obras y servicios
2020,9,4,2,5,Apoyo a entidades locales para saneamiento financiero
2020,9,5,,,Deuda pública
2020,9,5,1,,Deuda pública
2020,9,5,1,1,Amortización y gastos financieros de la deuda pública en moneda nacional
2020,9,5,1,2,Amortización y gastos financieros de la deuda pública en moneda extranjera
2020,2,3,2,5,Memoria y convivencia
