#año,area,politica,grupo,programa,EU
2013,2,6,1.0,,Etxebizitza eskuratzea eta eraikuntzaren sustapena
2013,3,1,1.0,,Osasun-administrazio orokorra
2013,3,1,2.0,,"Ospitaleak, zerbitzu asistentzialak eta osasun-zentroak"
2013,3,1,3.0,,Osasunari buruzko jarduera publikoak
2013,3,2,1.0,,Hezkuntza-administrazio orokorra
2013,3,2,2.0,,Irakaskuntza
2013,3,2,3.0,,Hezkuntza-sustapena
2013,3,2,4.0,,Irakaskuntzako zerbitzu osagarriak
2013,3,2,5.0,,Azpiegitura
2013,3,3,1.0,,Kultura-administrazio orokorra
2013,3,3,2.0,,Liburutegiak eta agiritegiak
2013,3,3,3.0,,Museoak eta arte plastikoak
2013,3,3,4.0,,Kultura-sustapena
2013,3,3,5.0,,Arte eszenikoak
2013,3,3,6.0,,Kirolak eta gorputz-hezkuntza
2013,3,3,7.0,,Arkeologia eta ondare historiko-artistikoaren babesa
2013,4,1,1.0,,"Nekazaritza, abeltzaintza eta elikagaigintzako administrazio orokorra"
2013,4,1,2.0,,Nekazaritzako azpiegiturak eta ekoizpen-sistemak hobetzea
2013,4,1,3.0,,Nekazaritzako elikagaien industriaren lehiakortasuna eta elikagaien kalitatea
2013,4,1,4.0,,Landa-garapena
2013,4,2,1.0,,Industriari buruzko jarduketa administratiboak
2013,4,2,2.0,,Industria-birmoldaketa eta -garapena
2013,4,2,5.0,,Energiaren antolamendua eta eraginkortasuna
2013,4,3,1.0,,Merkataritza
2013,4,3,2.0,,Turismoa antolatzea eta sustatzea
2013,4,4,1.0,,Garraiorako diru-laguntzak
2013,4,5,1.0,,Azpiegituren administrazio orokorra
2013,4,5,2.0,,Ur-baliabideak
2013,4,5,3.0,,Lurreko garraiorako azpiegiturak
2013,4,5,6.0,,Ingurumeneko jarduketak
2013,4,5,8.0,,"Industria, merkataritza eta turismoko azpiegitura"
2013,4,5,9.0,,Elektrifikazioa eta argiztatzea
2013,4,5,A,,Landa-inguruneko komunikabideak
2013,4,5,B,,Komunitatearen ongizaterako beste zerbitzu batzuk
2013,4,6,5.0,,Osasunarekin lotutako ikerketa eta garapena
2013,4,6,7.0,,Beste sektore batzuetako ikerketa eta garapena
2013,4,6,8.0,,Azterlan teknikoak
2013,4,6,9.0,,Beste berrikuntza teknologiko batzuk
2013,4,9,1.0,,Komunikazioak
2013,4,9,2.0,,Lehiaren defentsa
2013,4,9,3.0,,Finantza-sektorearen antolamendua
2013,4,9,4.0,,Lan-harremanak
2013,4,9,5.0,,"Kartografia, meteorologia eta metrologia"
2013,9,1,1.0,,Foru Komunitateko goi-zuzendaritza
2013,9,1,2.0,,Gobernuaren goi-zuzendaritza
2013,9,2,1.0,,Administrazio orokorra
2013,9,2,2.0,,Gobernuaren lurraldeko koordinazioa eta antolakuntza
2013,9,2,3.0,,Ekonomia eta ogasunaren administrazio orokorra
2013,9,3,1.0,,Politika ekonomikoa y fiskala
2013,9,3,2.0,,Zerga-sistemaren kudeaketa
2013,9,4,1.0,,Estatuarekin egindako hitzarmenak
2013,9,4,2.0,,Toki-erakundeentzako transferentziak
2013,9,5,1.0,,Zor publikoa; Herri-zorra
2013,1,1,1.0,2.0,Justiziako zuzendaritza eta zerbitzu orokorrak
2013,1,1,2.0,1.0,Organo judizialak
2013,1,1,4.0,1.0,Adingabearen babes juridikoa
2013,1,3,1.0,1.0,Segurtasun eta babes zibileko zuzendaritza eta zerbitzu orokorrak
2013,1,3,2.0,1.0,Herritarren segurtasuna
2013,1,3,2.0,2.0,Bide-segurtasuna
2013,1,3,3.0,1.0,Espetxeak
2013,1,3,4.0,1.0,Babes zibila
2013,1,3,4.0,2.0,Suteen prebenitu eta itzaltzeko eta salbamenduko zerbitzuak
2013,1,4,3.0,1.0,Garapenerako lankidetza
2013,1,4,4.0,1.0,"Kultura-lankidetza, -sustapena eta -hedapena atzerrian"
2013,1,4,5.0,1.0,Europar Batasunarekiko harremanak
2013,1,4,6.0,1.0,Kanpo-harremanak
2013,2,1,1.0,1.0,Kotizaziopeko pentsioa
2013,2,1,2.0,1.0,Ekarpenezkoak ez diren pentsioak eta laguntza-prestazioak
2013,2,2,4.0,1.0,Beste prestazio ekonomiko batzuk
2013,2,3,1.0,,Gizarte-babesaren eta sustapenaren programazio orokorra
2013,2,3,1.0,3.0,Desgaituentzako gizarte-zerbitzuak
2013,2,3,1.0,4.0,Adinekoentzako gizarte-zerbitzuak
2013,2,3,1.0,5.0,Familientzako babesa
2013,2,3,1.0,6.0,Bergizarteratzea
2013,2,3,1.0,7.0,Haurrentzako arreta
2013,2,3,1.0,9.0,Etorkinak gizarteratzea
2013,2,3,1.0,B,Autonomia pertsonala eta mendetasunari arreta ematea
2013,2,3,2.0,1.0,Gazteen sustapena eta gazteentzako zerbitzuak
2013,2,3,2.0,2.0,Emakumeen eta gizonen arteko aukera-berdintasuna
2013,2,3,2.0,3.0,Genero-indarkeria osotasunean prebenitzeko jarduketak
2013,2,3,3.0,1.0,Gizarte-babeseko zuzendaritza eta zerbitzu orokorrak
2013,2,4,1.0,1.0,Laneratzea eta enplegu-egonkortasuna sustatzea
2013,2,4,1.0,2.0,Gizarte-ekonomia eta enpresen gizarte-erantzukizuna garatzea
2013,2,4,1.0,3.0,Lan-merkatuko jarduketak
2013,2,4,2.0,1.0,Lanerako lanbide-prestakuntza
2013,2,4,2.0,2.0,"Eskola-lantegiak, ofizio-etxeak eta enplegu-tailerrak"
2013,2,6,1.0,1.0,Etxebizitzako zuzendaritza eta zerbitzu orokorrak
2013,2,6,1.0,2.0,Etxebizitzen sustapena eta administrazioa
2013,2,6,1.0,4.0,"Etxebizitzak birgaitzeko, eraikitzeko eta lortzeko laguntzak"
2013,2,6,1.0,5.0,Ondare higiezinaren mantentze- eta hobekuntza-lanak
2013,2,6,1.0,6.0,Hiri-azpiegituren mantentze- eta hobekuntza-lanak udal-esparruan
2013,2,6,1.0,7.0,Hirigintza eta lurzoru-politika
2013,3,1,1.0,1.0,Osasuneko eta gizarte-babeseko zuzendaritza eta zerbitzu orokorrak
2013,3,1,1.0,2.0,Osasun-prestakuntza
2013,3,1,2.0,2.0,Lehen mailako osasun-arreta
2013,3,1,2.0,3.0,Osasun-arreta espezializatua
2013,3,1,2.0,4.0,Arreta psikiatriko eta psikikoa
2013,3,1,2.0,7.0,Osasun-zentroetako zerbitzu osagarriak
2013,3,1,2.0,8.0,Osasun-zentroetako azpiegitura eta ekipamendua
2013,3,1,3.0,1.0,Medikamentuen eta osasun-produktuen erabilera arrazionala
2013,3,1,3.0,2.0,Osasun publikoa eta kanpoko osasungintza
2013,3,1,3.0,4.0,"Terapia aurreratuak, medikuntza birsortzailea eta transplanteak"
2013,3,1,3.0,9.0,Osasuna babesteko bestelako jarduera publikoak
2013,3,2,1.0,1.0,Hezkuntzako zuzendaritza eta zerbitzu orokorrak
2013,3,2,1.0,2.0,Hezkuntza-alorreko irakasleen etengabeko prestakuntza
2013,3,2,2.0,,Irakaskuntzako zuzendaritza eta zerbitzu orokorrak
2013,3,2,2.0,1.0,Haur Hezkuntza
2013,3,2,2.0,2.0,Bigarren hezkuntza
2013,3,2,2.0,3.0,Unibertsitate-irakaskuntzak
2013,3,2,2.0,4.0,Hezkuntza berezia
2013,3,2,2.0,5.0,Arte-irakaskuntzak
2013,3,2,2.0,7.0,Osabidezko hezkuntza eta helduen hezkuntza
2013,3,2,2.0,9.0,"Beste irakaskuntza batzuk (hizkuntzak, bereziak eta bestelakoak"
2013,3,2,2.0,A,Hezkuntzari aplikatutako teknologia berriak
2013,3,2,2.0,C,Batxilergoa
2013,3,2,2.0,D,Lehen Hezkuntza
2013,3,2,2.0,E,Lanbide Heziketa
2013,3,2,3.0,1.0,Ikasleentzako bekak eta laguntzak
2013,3,2,4.0,1.0,Irakaskuntzako zerbitzu osagarriak
2013,3,2,4.0,2.0,Beste eskola-jarduera batzuetarako laguntza
2013,3,2,5.0,1.0,"Eraikuntza, ekipamendua eta material didaktikoak"
2013,3,3,1.0,1.0,Kulturako zuzendaritza eta zerbitzu orokorrak
2013,3,3,2.0,1.0,Agiritegiak
2013,3,3,2.0,2.0,Liburutegiak
2013,3,3,3.0,1.0,Museoak
2013,3,3,4.0,1.0,Kultura-sustapena eta -lankidetza
2013,3,3,5.0,1.0,Musika eta dantza
2013,3,3,5.0,2.0,"Antzerkia, zinematografia eta beste arte eszeniko batzuk"
2013,3,3,6.0,1.0,Kirol-jarduerak sustatzea eta babestea
2013,3,3,7.0,1.0,"Ondare historikoaren administrazioa, kontserbazioa eta berriztapena"
2013,3,3,7.0,4.0,Arkeologia
2013,4,1,1.0,1.0,"Nekazaritza, abeltzaintza eta elikagaigintzako zuzendaritza eta zerbitzu orokorrak"
2013,4,1,2.0,1.0,"Nekazaritzako ekoizpenen lehiakortasuna, kalitatea eta defentsa"
2013,4,1,2.0,2.0,"Abeltzaintzako ekoizpenen lehiakortasuna, kalitatea eta defentsa"
2013,4,1,2.0,3.0,Nekazaritza-merkatuak erregulatzea
2013,4,1,3.0,1.0,Nekazaritzako elikagaien industriaren lehiakortasuna eta elikagaien kalitatea
2013,4,1,4.0,1.0,Ureztatze-lanetarako ur-baliabideak kudeatzea
2013,4,1,4.0,2.0,Landa inguruaren garapen iraunkorra
2013,4,1,4.0,3.0,Jabetzaren berrantolamendua eta lurzatiak biltzea
2013,4,2,1.0,1.0,Industriako eta energiako zuzendaritza eta zerbitzu orokorrak
2013,4,2,1.0,3.0,"Industriako lehiakortasuna, kalitatea eta segurtasuna"
2013,4,2,2.0,2.0,Industria-garapena
2013,4,2,2.0,3.0,Enpresen birmoldaketa eta berrindustrializazioa
2013,4,2,5.0,2.0,Energia-neurriei buruzko pizgarriak
2013,4,3,1.0,3.0,Kanpo-merkataritza antolatzea eta sustatzea
2013,4,3,1.0,4.0,Merkataritza-egiturak antolatzea eta modernizatzea
2013,4,3,2.0,1.0,Turismoa koordinatzea eta sustatzea
2013,4,3,2.0,3.0,Hotelak eta konplexu turistikoak sustatzea
2013,4,4,1.0,1.0,Lurreko garraiorako diru-laguntzak eta babesa
2013,4,5,1.0,1.0,Herri-lanetako azterlanak eta laguntza teknikoko zerbitzuak
2013,4,5,1.0,2.0,Herri-lanetako zuzendaritza eta zerbitzu orokorrak
2013,4,5,1.0,3.0,Ingurumeneko zuzendaritza eta zerbitzu orokorrak
2013,4,5,1.0,4.0,Garraioko zuzendaritza eta zerbitzu orokorrak
2013,4,5,2.0,1.0,Ur-baliabideen kudeaketa eta azpiegiturak
2013,4,5,3.0,1.0,Trenbide-garraioaren azpiegitura
2013,4,5,3.0,2.0,Errepide-azpiegiturak sortzea
2013,4,5,3.0,3.0,Errepideak kontserbatzea eta ustiatzea
2013,4,5,3.0,4.0,Lurreko garraioa antolatzea eta ikuskatzea
2013,4,5,6.0,1.0,Uraren kalitatea
2013,4,5,6.0,2.0,Ingurumena babestea eta hobetzea
2013,4,5,6.0,3.0,Natura-ingurunea babestea eta hobetzea
2013,4,5,6.0,5.0,Suteak prebenitu eta itzaltzea
2013,4,5,6.0,6.0,Herri-lurrak eta larreak sortzea eta hobetzea
2013,4,5,6.0,7.0,Baso-masak kontserbatzea eta hobetzea
2013,4,5,8.0,1.0,Industriako azpiegitura
2013,4,5,9.0,1.0,Elektrifikazioa eta argiztatzea
2013,4,5,A,2.0,Landa-bideak sortzea eta kontserbatzea
2013,4,5,B,1.0,Komunitatearen ongizaterako beste zerbitzu batzuk
2013,4,6,5.0,1.0,Osasun-arloko ikerketa
2013,4,6,7.0,3.0,Ikerketa eta garapen teknologiko-industriala
2013,4,6,7.0,7.0,Informazioaren gizartea ikertzea eta garatzea
2013,4,6,7.0,9.0,Telekomunikazioen berrikuntza teknologikoa
2013,4,6,8.0,1.0,Nekazaritza-sektoreko azterlan teknikoak
2013,4,6,9.0,1.0,Beste berrikuntza teknologiko batzuk
2013,4,9,1.0,1.0,"Telekomunikazioen eta informazioaren gizartearen antolamendua, administrazioa eta sustapena"
2013,4,9,2.0,3.0,Kontsumitzaileen eta erabiltzaileen eskubideak babestea eta sustatzea
2013,4,9,3.0,3.0,Kontabilitatea eta ikuskaritzak erregulatzea
2013,4,9,4.0,1.0,Lan-harremanak eta lan-baldintzak administratzea
2013,4,9,5.0,1.0,Informazio geografikoa garatzea eta aplikatzea
2013,4,9,5.0,3.0,Metrologia
2013,9,1,1.0,2.0,Legegintza
2013,9,1,1.0,3.0,Sektore publikoaren kanpo-kontrola
2013,9,1,2.0,1.0,Nafarroako Gobernua
2013,9,1,2.0,2.0,Nafarroako Foru Komunitatearen goi-aholkularitza
2013,9,1,2.0,3.0,Legebiltzarrarekiko harremanak
2013,9,2,1.0,1.0,"Administrazio Publikoaren zuzendaritza, antolamendua eta zerbitzu orokorrak"
2013,9,2,1.0,3.0,"Langileen hautaketa, prestakuntza, igoera eta ordezkaritza"
2013,9,2,1.0,4.0,"Langileen administrazioa, kudeaketa eta kontrola"
2013,9,2,1.0,5.0,Informazio-estaldura
2013,9,2,1.0,6.0,Aldizkari ofizialak editatzea eta egitea
2013,9,2,1.0,7.0,Aholkularitza eta defentsa
2013,9,2,1.0,8.0,"Ibilgailu, makineria, instalazio eta bestelakoen kontserbazioa eta mantentze-lanak"
2013,9,2,1.0,9.0,Inprimakiak eta argitalpenak
2013,9,2,1.0,A,Administrazio-baliabideen tramitazioa eta ebazpenak
2013,9,2,1.0,B,Zerbitzu orokorren koordinazioa
2013,9,2,2.0,1.0,Lurralde-politikako zuzendaritza eta zerbitzu orokorrak
2013,9,2,2.0,2.0,Koordinazio eta finantza-harremanak toki-erakundeekin
2013,9,2,2.0,3.0,Toki-administrazioaren araubide juridikoa eta langileriaren araubidea
2013,9,2,2.0,4.0,Alor tekniko edo ekonomikoetako laguntza
2013,9,2,3.0,1.0,Ondarearen kudeaketa
2013,9,2,3.0,3.0,Estatistikak prestatzea eta hedatzea
2013,9,2,3.0,4.0,Ekonomiako eta ogasuneko zuzendaritza eta zerbitzu orokorrak
2013,9,2,3.0,7.0,Diruzaintza kudeatzea
2013,9,2,3.0,8.0,Erosketak eta hornigaiak kudeatzea
2013,9,2,3.0,9.0,Ekonomia eta ogasunari laguntzeko zerbitzuak
2013,9,3,1.0,1.0,Aurreikuspen eta politika ekonomikoa
2013,9,3,1.0,2.0,Aurrekontu-politika
2013,9,3,1.0,4.0,Barne-kontrola eta kontabilitate publikoa
2013,9,3,1.0,5.0,Finantza- eta kreditu-politika
2013,9,3,2.0,1.0,Zerga-sistemaren aplikazioa
2013,9,3,2.0,2.0,Higiezinen katastroaren kudeaketa
2013,9,3,2.0,3.0,Erreklamazio ekonomiko-administratiboak ebaztea
2013,9,3,2.0,4.0,Ikuskapen fiskala
2013,9,4,1.0,1.0,Hitzarmen Ekonomikoa Estatuarekin
2013,9,4,2.0,2.0,"Toki-erakundeentzako transferentziak, Estatuaren diru-sarreretan duten partaidetzagatik"
2013,9,4,2.0,3.0,Beste transferentzia batzuk
2013,9,4,2.0,4.0,"Toki-erakundeentzako transferentziak, obra eta zerbitzuetan laguntzeko"
2013,9,5,1.0,1.0,Zor publikoaren amortizazioa eta finantza-gastuak moneta nazionalean
2013,3,2,2,0,Irakaskuntzako zuzendaritza eta zerbitzu orokorrak
2013,2,3,1,0,Gizarte-babesaren eta sustapenaren programazio orokorra
2013,9,4,1,9,Beste hitzarmen batzuk
