#año,area,politica,grupo,programa,descripcion
2014,3,3,5,2,"Teatro, cinematografía y otras artes escénicas"
2014,3,3,6,1,Fomento y apoyo de las actividades deportivas
2014,3,3,7,1,"Admón., conserv. y restauración patrim. histórico"
2014,3,3,7,2,Conservación y restauración de bienes culturales
2014,3,3,7,4,Arqueología
2014,4,,,,Actuaciones de carácter económico
2014,4,1,,,"Agricultura, ganadería y alimentación"
2014,4,2,,,Industria y energía
2014,4,3,,,"Comercio, Turismo y Pymes"
2014,4,4,,,Subvenciones al transporte
2014,4,5,,,Infraestructuras
2014,4,6,,,"Investigación, desarrollo e innovación"
2014,4,9,,,Otras actuaciones de carácter económico
2014,4,1,1,,"Admón. gral. agricultura, ganadería y alimentación"
2014,4,1,2,,Mejoras estructuras agrarias y sist. productivos
2014,4,1,3,,Competitividad industria agroalim. y cal. aliment.
2014,4,1,4,,Desarrollo rural
2014,4,1,6,,Previsión de riesgos en las producciones agrarias
2014,4,2,1,,Actuaciones administrativas sobre la industria
2014,4,2,2,,Reconversión y desarrollo industrial
2014,4,2,5,,Ordenación y eficiencia energética
2014,4,3,1,,Comercio
2014,4,3,2,,Ordenación y promoción turística
2014,4,3,3,,Desarrollo empresarial
2014,4,4,1,,Subvenciones al transporte
2014,4,5,1,,Administración general de infraestructuras
2014,4,5,2,,Recursos hidráulicos
2014,4,5,3,,Infraestructuras del transporte terrestre
2014,4,5,5,,Infraestructuras del transporte aéreo
2014,4,5,6,,Actuaciones medioambientales
2014,4,5,8,,"Infraestructura industrial, comercial y turística"
2014,4,5,9,,Electrificación y alumbrado
2014,4,5,A,,Vías de comunicación en el medio rural
2014,4,5,B,,Otros servicios del bienestar comunitario
2014,4,6,2,,Investigac. estudios relac. con serv.públicos gen.
2014,4,6,3,,Investigación básica
2014,4,6,5,,Investigación y desarrollo relacionados con salud
2014,4,6,6,,Investig. y desarrollo relacionados con educación
2014,4,6,7,,Investigación y desarrollo en otros sectores
2014,4,6,8,,Estudios técnicos
2014,4,6,9,,Otras innovaciones teconlógicas
2014,4,9,1,,Comunicaciones
2014,4,9,2,,Defensa de la competencia
2014,4,9,3,,Ordenación del sector financiero
2014,4,9,4,,Relaciones laborales
2014,4,9,5,,"Cartografía, meteorología y metrología"
2014,4,9,6,,Ordenación del juego
2014,4,1,1,1,"Dir.serv.grales. agricultura, ganadería y aliment."
2014,4,1,2,1,"Competitiv., calidad y defensa producción agrícola"
2014,4,1,2,2,"Competitiv., calidad y defensa producción ganadera"
2014,4,1,2,3,Regulación de los mercados agrarios
2014,4,1,3,1,Competitividad industria agroalim. y cal. aliment.
2014,4,1,4,1,Gestión de los recursos hídricos para el regadío
2014,4,1,4,2,Desarrollo sostenible del medio rural
2014,4,1,4,3,Reordenación propiedad y concentración parcelaria
2014,4,1,4,4,Fomento y mejora de las infraestructuras agrarias
2014,4,1,4,5,Defensa del comunal
2014,4,1,6,1,Previsión de riesgos en las producciones agrarias
2014,4,2,1,1,Direcc. y servicios generales industria y energía
2014,4,2,1,2,Regulación y protección de la propiedad industrial
2014,4,2,1,3,"Calidad, competitividad y seguridad industrial"
2014,4,2,1,4,Elaboración normativas y actuaciones administrat.
2014,4,2,2,1,Incentivos regionales a la localización industrial
2014,4,2,2,2,Desarrollo industrial
2014,4,2,2,3,Reconversión y reindustrialización de empresas
2014,4,2,2,4,Apoyo financiero y participación en empresas
2014,4,2,5,1,Normativa y desarrollo energético
2014,4,2,5,2,Incentivos sobre medidas energéticas
2014,4,3,1,1,Promoción comercial e internacionaliz. de empresa
2014,4,3,1,2,Dirección y servicios generales comercio y turismo
2014,4,3,1,3,Ordenación y promoción del comercio exterior
2014,4,3,1,4,Ordenación y modernización estructuras comerciales
2014,4,3,2,1,Coordinación y promoción del turismo
2014,4,3,2,2,Gestión de establecimientos turísticos
2014,4,3,2,3,Promoción hotelera y de complejos turísticos
2014,4,3,3,1,Apoyo a la pequeña y mediana empresa
2014,4,3,3,2,Desarrollo cooperativo y asociativo
2014,4,4,1,1,Subvenciones y apoyo al transporte terrestre
2014,4,4,1,3,Subvenciones y apoyo al transporte aéreo
2014,4,5,1,1,Estudios y serv. asistencia técnica obras públicas
2014,4,5,1,2,Dirección y servicios generales de obras públicas
2014,4,5,1,3,Dirección y servicios generales de medio ambiente
2014,4,5,1,4,Dirección y servicios generales del transporte
2014,4,5,1,5,Estudios y servicios asistencia técnica urbanismo
2014,4,5,1,6,Dirección y servicios generales de urbanismo
2014,4,5,2,1,Gestión e infraestructuras de recursos hidráulicos
2014,4,5,2,2,Normativa ordenación territorial recursos hídricos
2014,4,5,2,3,Estabilización de márgenes fluviales
2014,4,5,3,1,Infraestructura del transporte ferroviario
2014,4,5,3,2,Creación de infraestructura de carreteras
2014,4,5,3,3,Conservación y explotación de carreteras
2014,4,5,3,4,Ordenación e inspección del transporte terrestre
2014,4,5,5,2,Infraestructuras de aeropuertos
2014,4,5,6,1,Calidad del agua
2014,4,5,6,2,Protección y mejora del medio ambiente
2014,4,5,6,3,Protección y mejora del medio natural
2014,4,5,6,4,Lucha contra la erosión
2014,4,5,6,5,Prevención y extinción de incendios
2014,4,5,6,6,Creación y mejora de comunales y pastos
2014,4,5,6,7,Conservación y mejora de masas forestales
2014,4,5,6,8,Repoblación forestal
2014,4,5,6,9,Actuac.prevención contaminación y cambio climático
2014,4,5,8,1,Infraestructura industrial
2014,4,5,8,2,Infraestructura comercial
2014,4,5,8,3,Infraestructura turística
2014,4,5,9,1,Electrificación y alumbrado
2014,4,5,A,1,Protección y conservación de vías pecuarias
2014,4,5,A,2,Creación y conservación de caminos rurales
2014,4,5,B,1,Otros servicios del bienestar comunitario
2014,4,6,2,1,Investigación y estudios sociológicos
2014,4,6,2,2,Investigación y estudios estadísticos y económicos
2014,4,6,3,1,Investigación científica
2014,4,6,3,2,Fomento y coordinación invest.científica y técnica
2014,4,6,5,1,Investigación sanitaria
2014,4,6,6,1,Investigación y evaluación educativa
2014,4,6,7,2,Inv.des. exper. en obras públicas y comunicaciones
2014,4,6,7,3,Investigación y desarrollo tecnológico-industrial
2014,4,6,7,4,Investigación y experimentación agraria y forestal
2014,4,6,7,5,Investigación cultural
2014,4,6,7,7,Investigación y desarrollo soc. de la información
2014,4,6,7,8,"Investig. energética, medioambiental y tecnológica"
2014,4,6,7,9,Innovación tecnológica de las telecomunicaciones
2014,4,6,8,1,Estudios técnicos en el sector agrario
2014,4,6,8,2,"Est. proy. sectores turíst.,indust.,comerc.y otros"
2014,4,6,8,9,Otros estudios
2014,4,6,9,1,Otras innovaciones teconlógicas
2014,4,9,1,1,"Ord.,admón. y promoc. telecom. y sdad. información"
2014,4,9,1,3,Manten.ampliación red telefónica y radiotelefónica
2014,4,9,1,4,Mantenimiento y ampliación de la red de televisión
2014,4,9,2,1,Defensa de la competencia
2014,4,9,2,3,Protecci. y prom. derechos consumidores y usuarios
2014,4,9,3,0,Gastos generales de administración financiera
2014,4,9,3,1,"Dirección, control y gestión de seguros"
2014,4,9,3,3,Regulación contable y de auditorías
2014,4,9,4,1,Admón. relaciones laborales y condiciones trabajo
2014,4,9,5,1,Desarro. y aplicación de la información geográfica
2014,4,9,5,2,Meteorología
2014,4,9,5,3,Metrología
2014,4,9,5,4,Geodesia y geofísica
2014,4,9,6,1,Ordenación del juego
2014,9,,,,Actuaciones de carácter general
2014,9,1,,,Alta dirección
2014,9,2,,,Servicios de carácter general
2014,9,3,,,Administración financiera y tributaria
2014,9,4,,,Transferencias a otras administraciones públicas
2014,9,5,,,Deuda pública
2014,9,1,1,,Alta dirección de la Comunidad Foral
2014,9,1,2,,Alta dirección del Gobierno
2014,9,2,1,,Administración general
2014,9,2,2,,Coordinación y organización territorial del Gobier
2014,9,2,3,,Administración general de economía y hacienda
2014,9,2,4,,Participación ciudadana
2014,9,2,9,,"Imprev.,situac. transitorias y contingencias ejec."
2014,9,3,1,,Política económica y fiscal
2014,9,3,2,,Gestión del sistema tributario
2014,9,4,1,,Convenios con el Estado
2014,9,4,2,,Transferencias a entidades locales
2014,9,5,1,,Deuda pública
2014,9,1,1,2,Actividad legislativa
2014,9,1,1,3,Control externo del sector público
2014,9,1,2,1,Gobierno de Navarra
2014,9,1,2,2,Alto asesoramiento de Comunidad Foral de Navarra
2014,9,1,2,3,Relaciones con el Parlamento
2014,9,2,1,1,"Dirección, organización serv. gen. Admón. Pública"
2014,9,2,1,3,"Selecc., form., promoc. y representación personal"
2014,9,2,1,4,"Administración, gestión y control de personal"
2014,9,2,1,5,Cobertura informativa
2014,9,2,1,6,Edición y confección de boletines oficiales
2014,9,2,1,7,Asesoramiento y defensa
2014,9,2,1,8,"Conserv.manten.vehículos,maquinaria,instalaciones"
2014,9,2,1,9,Impresos y publicaciones
2014,9,2,1,A,Tramitación y resolución recursos administrativos
2014,9,2,1,B,Coordinación de servicios generales
2014,9,2,1,C,Informática
2014,9,2,2,1,Dir. y servicios generales de Política Territorial
2014,9,2,2,2,Coordinación y relaciones financieras con ent.loc.
2014,9,2,2,3,Régimen jurídico y de personal de la admón. local
2014,9,2,2,4,"Apoyo en aspectos técnicos, jurídicos o económicos"
2014,9,2,3,1,Gestión del patrimonio
2014,9,2,3,3,Elaboración y difusión estadística
2014,9,2,3,4,Dirección y servicios grales. economía y hacienda
2014,9,2,3,5,Relaciones con los organis. finan. multilaterales
2014,9,2,3,6,Gestión de la deuda pública
2014,9,2,3,7,Gestión de tesorería
2014,9,2,3,8,Gestión de compras y suministros
2014,9,2,3,9,Servicios de apoyo a economía y hacienda
2014,9,2,4,1,Elecciones y partidos políticos
2014,9,2,4,9,Otras formas de participación ciudadana
2014,9,2,9,1,Imprevistos y funciones no clasificadas
2014,9,3,1,1,Previsión y política económica
2014,9,3,1,2,Política presupuestaria
2014,9,3,1,3,Política tributaria
2014,9,3,1,4,Control interno y contabilidad pública
2014,9,3,1,5,Política financiera y de créditos
2014,9,3,2,1,Aplicación del sistema tributario
2014,9,3,2,2,Gestión del catastro inmobiliario
2014,9,3,2,3,Resolución de reclamaciones económico-administrat.
2014,9,3,2,4,Inspección fiscal
2014,9,4,1,1,Convenio económico con el Estado
2014,9,4,1,9,Otros convenios
2014,9,4,2,1,Particip. en los trib. de la Hacienda Púbca. Navar
2014,9,4,2,2,Transf.a ent.locales por partic.en ingr.del Estado
2014,9,4,2,3,Otras transferencias
2014,9,4,2,4,Transf.ent.loc. para cooperar en obras y servicios
2014,9,4,2,5,Apoyo a entidades loc. para saneamiento financiero
2014,9,5,1,1,Amort.gastos financ. deuda pública moneda nacional
2014,9,5,1,2,Amort.gastos financ. deuda pública moneda extranj.
