2015,GASTO,1,,,,Langile-gastuak
2015,GASTO,1,0,,,Goi-kargudunak
2015,GASTO,1,0,0,,Goi-kargudunen lansariak eta bestelako ordainsariak
2015,GASTO,1,0,0,0,Goi-kargudunen lansariak
2015,GASTO,1,0,0,1,Goi-kargudunen bestelako ordainsariak
2015,GASTO,1,1,,,Behin-behineko langileak
2015,GASTO,1,1,0,,Behin-behineko langileen ordainsariak
2015,GASTO,1,1,0,0,Behin-behineko langileen ordainsariak
2015,GASTO,1,2,,,Lanpostuaren ordainsariak
2015,GASTO,1,2,0,,Langile finkoen ordainsariak
2015,GASTO,1,2,0,0,Langile finkoen ordainsariak
2015,GASTO,1,2,1,,Plantilla organikoko lanpostuetarako kontratatutako langileen ordainsariak
2015,GASTO,1,2,1,0,Lanpostu erreserbatuak betetzeko kontratatutako langileen ordainsariak
2015,GASTO,1,2,1,1,Lanpostu hutsetarako kontratatutako langileen ordainsariak
2015,GASTO,1,2,2,,Kontratatutako langileen ordainsariak
2015,GASTO,1,2,2,0,Aldi baterako langileen ordainsariak
2015,GASTO,1,2,2,1,Kanpainetarako kontratatutako aldi baterako langileen ordainsariak
2015,GASTO,1,2,5,,Ordezkapenetarako kontratatutako langileen ordainsariak
2015,GASTO,1,2,5,0,Ordezkapenetarako kontratatutako langileen ordainsariak
2015,GASTO,1,4,,,Langileen ordainsariak
2015,GASTO,1,4,0,,Langileen ordainsariak
2015,GASTO,1,4,0,0,Langileen ordainsariak
2015,GASTO,1,4,1,,Ibilbide profesionaleko ordainsariak
2015,GASTO,1,4,1,0,Ibilbide profesionaleko ordainsariak
2015,GASTO,1,6,,,"Kuotak, prestazioak eta gizarte-gastuak"
2015,GASTO,1,6,0,,Gizarte-kuotak
2015,GASTO,1,6,0,0,Gizarte Segurantza
2015,GASTO,1,6,0,1,MUFACE-ISFASen kuotak
2015,GASTO,1,6,0,9,Beste gizarte-kuota batzuk
2015,GASTO,1,6,1,,Gizarte-prestazioak
2015,GASTO,1,6,1,0,Funtzionarioen pentsio arruntak
2015,GASTO,1,6,1,2,Ezohiko pentsioak
2015,GASTO,1,6,1,4,Erretiro aurreratuengatiko kalte-ordainak
2015,GASTO,1,6,2,,Langileen gizarte-gastuak
2015,GASTO,1,6,2,0,Langileen gizarte-gastuak
2015,GASTO,1,7,,,Langileen ordainsari aldagarriak
2015,GASTO,1,7,0,,Langileen ordainsari aldagarriak
