#año,area,politica,grupo,programa,EU
2026,2,4,1,3,Lan-merkatuko jarduketak
2026,2,4,2,,Arautu gabeko lanbide-prestakuntza
2026,2,4,2,1,Lanerako lanbide-prestakuntza
2026,2,4,2,2,"Eskola-lantegiak, ofizio-etxeak eta enplegu-tailerrak"
2026,2,5,,,Langabezia
2026,2,5,1,,Langabeentzako laguntza
2026,2,5,1,1,Langabeentzako prestazioak
2026,2,6,,,Etxebizitza eskuratzea eta eraikuntzaren sustapena
2026,2,6,1,,Etxebizitza eskuratzea eta eraikuntzaren sustapena
2026,2,6,1,1,Etxebizitzako zuzendaritza eta zerbitzu orokorrak
2026,2,6,1,2,Etxebizitzen sustapena eta administrazioa
2026,2,6,1,3,Eraikuntza antolatzea eta sustatzea
2026,2,6,1,4,"Etxebizitzak birgaitzeko, eraikitzeko eta lortzeko laguntzak"
2026,2,6,1,5,Ondare higiezinaren mantentze- eta hobekuntza-lanak
2026,2,6,1,6,Hiri-azpiegituren mantentze- eta hobekuntza-lanak udal-esparruan
2026,2,6,1,7,Hirigintza eta lurzoru-politika
2026,3,,,,Lehentasunezko ondasun publikoen ekoizpena
2026,3,1,,,Osasuna
2026,3,1,1,,Osasun-administrazio orokorra
2026,3,1,1,1,Osasuneko eta gizarte-babeseko zuzendaritza eta zerbitzu orokorrak
2026,3,1,1,2,Osasun-prestakuntza
2026,3,1,2,,"Ospitaleak, zerbitzu asistentzialak eta osasun-zentroak"
2026,3,1,2,1,Mutualismo Administratiboaren osasun-laguntza
2026,3,1,2,2,Lehen mailako osasun-arreta
2026,3,1,2,3,Osasun-arreta espezializatua
2026,3,1,2,4,Arreta psikiatriko eta psikikoa
2026,3,1,2,6,Osasun-arreta beste osasun-erakunde batzuetan
2026,3,1,2,7,Osasun-zentroetako zerbitzu osagarriak
2026,3,1,2,8,Osasun-zentroetako azpiegitura eta ekipamendua
2026,3,1,2,9,Zerbitzu osagarriak
2026,3,1,3,,Osasunari buruzko jarduera publikoak
2026,3,1,3,1,Medikamentuen eta osasun-produktuen erabilera arrazionala
2026,3,1,3,2,Osasun publikoa eta kanpoko osasungintza
2026,3,1,3,3,Elikagaien segurtasuna eta nutrizioa
2026,3,1,3,4,"Terapia aurreratuak, medikuntza birsortzailea eta transplanteak"
2026,3,1,3,9,Osasuna babesteko bestelako jarduera publikoak
2026,3,2,,,Hezkuntza
2026,3,2,1,,Hezkuntza-administrazio orokorra
2026,3,2,1,1,Hezkuntzako zuzendaritza eta zerbitzu orokorrak
2026,3,2,1,2,Hezkuntza-alorreko irakasleen etengabeko prestakuntza
2026,3,2,2,,Irakaskuntza
2026,3,2,2,0,Irakaskuntzako zuzendaritza eta zerbitzu orokorrak
2026,3,2,2,1,Haur Hezkuntza
2026,3,2,2,2,Bigarren hezkuntza
2026,3,2,2,3,Unibertsitate-irakaskuntzak
2026,3,2,2,4,Hezkuntza berezia
2026,3,2,2,5,Arte-irakaskuntzak
2026,3,2,2,7,Osabidezko hezkuntza eta helduen hezkuntza
2026,3,2,2,8,Unibertsitatekoa ez den etengabeko eta urruneko hezkuntza
2026,3,2,2,9,"Beste irakaskuntza batzuk (hizkuntzak, bereziak eta bestelakoak"
2026,3,2,2,A,Hezkuntzari aplikatutako teknologia berriak
2026,3,2,2,C,Batxilergoa
2026,3,2,2,D,Lehen Hezkuntza
2026,3,2,2,E,Lanbide Heziketa
2026,3,2,2,F,Hezkuntza atzerrian
2026,3,2,2,G,Kirola eskola-adinean eta unibertsitatean
2026,3,2,3,,Hezkuntza-sustapena
2026,3,2,3,1,Ikasleentzako bekak eta laguntzak
2026,3,2,4,,Irakaskuntzako zerbitzu osagarriak
2026,3,2,4,1,Irakaskuntzako zerbitzu osagarriak
2026,3,2,4,2,Beste eskola-jarduera batzuetarako laguntza
2026,3,2,5,,Azpiegitura
2026,3,2,5,1,"Eraikuntza, ekipamendua eta material didaktikoak"
2026,3,3,,,Kultura
2026,3,3,1,,Kultura-administrazio orokorra
2026,3,3,1,1,Kulturako zuzendaritza eta zerbitzu orokorrak
2026,3,3,2,,Liburutegiak eta agiritegiak
2026,3,3,2,1,Agiritegiak
2026,3,3,2,2,Liburutegiak
2026,3,3,3,,Museoak eta arte plastikoak
2026,3,3,3,1,Museoak
2026,3,3,3,2,Erakusketak
2026,3,3,4,,Kultura-sustapena
2026,3,3,4,1,Kultura-sustapena eta -lankidetza
2026,3,3,4,2,Liburuak eta kultura-argitalpenak sustatzea
2026,3,3,4,3,Kultura-industriak sustatzea
2026,3,3,5,,Arte eszenikoak
2026,3,3,5,1,Musika eta dantza
2026,3,3,5,2,"Antzerkia, zinematografia eta beste arte eszeniko batzuk"
2026,3,3,6,,Kirolak eta gorputz-hezkuntza
2026,3,3,6,1,Kirol-jarduerak sustatzea eta babestea
2026,3,3,6,2,Kirol-jarduerak sustatzea eta babestea
2026,3,3,7,,Arkeologia eta ondare historiko-artistikoaren babesa
2026,3,3,7,1,"Ondare historikoaren administrazioa, kontserbazioa eta berriztapena"
2026,3,3,7,2,Kultura-ondasunak kontserbatzea eta zaharberritzea
2026,3,3,7,4,Arkeologia
2026,4,,,,Jarduketa ekonomikoak
2026,4,1,,,"Nekazaritza, abeltzaintza eta elikagaigintza"
2026,4,1,1,,"Nekazaritza, abeltzaintza eta elikagaigintzako administrazio orokorra"
2026,4,1,1,1,"Nekazaritza, abeltzaintza eta elikagaigintzako zuzendaritza eta zerbitzu orokorrak"
2026,4,1,2,,Nekazaritzako azpiegiturak eta ekoizpen-sistemak hobetzea
2026,4,1,2,1,"Nekazaritzako ekoizpenen lehiakortasuna, kalitatea eta defentsa"
2026,4,1,2,2,"Abeltzaintzako ekoizpenen lehiakortasuna, kalitatea eta defentsa"
2026,4,1,2,3,Nekazaritza-merkatuak erregulatzea
2026,4,1,3,,Nekazaritzako elikagaien industriaren lehiakortasuna eta elikagaien kalitatea
2026,4,1,3,1,Nekazaritzako elikagaien industriaren lehiakortasuna eta elikagaien kalitatea
2026,4,1,4,,Landa-garapena
2026,4,1,4,1,Ureztatze-lanetarako ur-baliabideak kudeatzea
2026,4,1,4,2,Landa inguruaren garapen iraunkorra
2026,4,1,4,3,Jabetzaren berrantolamendua eta lurzatiak biltzea
2026,4,1,4,4,Nekazaritzako azpiegiturak sustatzea eta hobetzea
2026,4,1,4,5,Herri-lurren babesa
2026,4,1,6,,Nekazaritzako ekoizpenetan arriskuak prebenitzea
2026,4,1,6,1,Nekazaritzako ekoizpenetan arriskuak prebenitzea
2026,4,2,,,Industria eta energia
2026,4,2,1,,Industriari buruzko jarduketa administratiboak
2026,4,2,1,1,Industriako eta energiako zuzendaritza eta zerbitzu orokorrak
2026,4,2,1,2,Industria-jabetza erregulatzea eta babestea
2026,4,2,1,3,"Industriako lehiakortasuna, kalitatea eta segurtasuna"
2026,4,2,1,4,Araudi eta jarduketa administratiboak egitea
2026,4,2,2,,Industria-birmoldaketa eta -garapena
2026,4,2,2,1,"Eskualdeentzako pizgarriak, industria bertan geratzeko"
2026,4,2,2,2,Industria-garapena
2026,4,2,2,3,Enpresen birmoldaketa eta berrindustrializazioa
2026,4,2,2,4,laguntza finantzarioa eta enpresen parte-hartzea
2026,4,2,5,,Energiaren antolamendua eta eraginkortasuna
2026,4,2,5,1,Energiari buruzko araudia eta garapena
2026,4,2,5,2,Energia-neurriei buruzko pizgarriak
2026,4,3,,,"Merkataritza, turismoa eta ETEak"
2026,4,3,1,,Merkataritza
2026,4,3,1,1,Enpresaren merkataritza eta nazioartekotzea sustatzea
2026,4,3,1,2,Merkataritza eta turismoko zuzendaritza eta zerbitzu nagusiak
2026,4,3,1,3,Kanpo-merkataritza antolatzea eta sustatzea
2026,4,3,1,4,Merkataritza-egiturak antolatzea eta modernizatzea
2026,4,3,2,,Turismoa antolatzea eta sustatzea
2026,4,3,2,1,Turismoa koordinatzea eta sustatzea
2026,4,3,2,2,Turismo-establezimenduen kudeaketa
2026,4,3,2,3,Hotelak eta konplexu turistikoak sustatzea
2026,4,3,3,,Enpresa-garapena
2026,4,3,3,1,Enpresa txiki eta ertainak babestea
2026,4,3,3,2,Kooperatiben ea elkarteen garapena
2026,4,4,,,Garraiorako diru-laguntzak
2026,4,4,1,,Garraiorako diru-laguntzak
2026,4,4,1,1,Lurreko garraiorako diru-laguntzak eta babesa
2026,4,4,1,3,Aireko garraiorako diru-laguntzak eta babesa
2026,4,5,,,Azpiegiturak
2026,4,5,1,,Azpiegituren administrazio orokorra
2026,4,5,1,1,Herri-lanetako azterlanak eta laguntza teknikoko zerbitzuak
2026,4,5,1,2,Herri-lanetako zuzendaritza eta zerbitzu orokorrak
2026,4,5,1,3,Ingurumeneko zuzendaritza eta zerbitzu orokorrak
2026,4,5,1,4,Garraioko zuzendaritza eta zerbitzu orokorrak
2026,4,5,1,5,Hirigintzako azterlanak eta laguntza teknikoko zerbitzuak
2026,4,5,1,6,Hirigintzako zuzendaritza eta zerbitzu orokorrak
2026,4,5,2,,Ur-baliabideak
2026,4,5,2,1,Ur-baliabideen kudeaketa eta azpiegiturak
2026,4,5,2,2,Ur-baliabideen araudia eta lurralde-antolamendua
2026,4,5,2,3,Ibaiertzak egonkortzea
2026,4,5,3,,Lurreko garraiorako azpiegiturak
2026,4,5,3,1,Trenbide-garraioaren azpiegitura
2026,4,5,3,2,Errepide-azpiegiturak sortzea
2026,4,5,3,3,Errepideak kontserbatzea eta ustiatzea
2026,4,5,3,4,Lurreko garraioa antolatzea eta ikuskatzea
2026,4,5,5,,Aireko garraiorako azpiegiturak
2026,4,5,5,2,Aireportuetako azpiegiturak
2026,4,5,6,,Ingurumeneko jarduketak
2026,4,5,6,1,Uraren kalitatea
2026,4,5,6,2,Ingurumena babestea eta hobetzea
2026,4,5,6,3,Natura-ingurunea babestea eta hobetzea
2026,4,5,6,4,Higaduraren kontrako borroka
2026,4,5,6,5,Suteak prebenitu eta itzaltzea
2026,4,5,6,6,Herri-lurrak eta larreak sortzea eta hobetzea
2026,4,5,6,7,Baso-masak kontserbatzea eta hobetzea
2026,4,5,6,8,Basoberritzea
2026,4,5,6,9,Kutsadura eta klima-aldaketa prebenitzeko jarduketak
2026,4,5,8,,"Industria, merkataritza eta turismoko azpiegitura"
2026,4,5,8,1,Industriako azpiegitura
2026,4,5,8,2,Merkataritzako azpiegitura
2026,4,5,8,3,Azpiegitura turistikoa
2026,4,5,9,,Elektrifikazioa eta argiztatzea
2026,4,5,9,1,Elektrifikazioa eta argiztatzea
2026,4,5,A,,Landa-inguruneko komunikabideak
2026,4,5,A,1,Abelbideak babestea ea kontserbatzea
2026,4,5,A,2,Landa-bideak sortzea eta kontserbatzea
2026,4,5,B,,Komunitatearen ongizaterako beste zerbitzu batzuk
2026,4,5,B,1,Komunitatearen ongizaterako beste zerbitzu batzuk
2026,4,6,,,"Ikerketa, garapena eta berrikuntza"
2026,4,6,2,,Zerbitzu publiko orokorrekin lotutako ikerketa eta azterlanak
2026,4,6,2,1,Ikerketa eta azterlan soziologikoak
2026,4,6,2,2,Ikerketa eta azterlan estatistiko eta ekonomikoak
2026,4,6,3,,Oinarrizko ikerketa
2026,4,6,3,1,Ikerketa zientifikoa
2026,4,6,3,2,Ikerketa zientifiko eta teknikoa sustatzea eta koordinatzea
2026,4,6,5,,Osasunarekin lotutako ikerketa eta garapena
2026,4,6,5,1,Osasun-arloko ikerketa
2026,4,6,6,,Hezkuntzarekin lotutako ikerketa eta garapena
2026,4,6,6,1,Hezkuntza-alorreko ikerketa eta ebaluazioa
2026,4,6,7,,Beste sektore batzuetako ikerketa eta garapena
2026,4,6,7,2,"Herri-lanetako eta komunikazioetako ikerketa, garapena eta esperimentazioa"
2026,4,6,7,3,Ikerketa eta garapen teknologiko-industriala
2026,4,6,7,4,Nekazaritza eta basogintzako ikerketa eta esperimentazioa
2026,4,6,7,5,Ikerketa kulturala
2026,4,6,7,7,Informazioaren gizartea ikertzea eta garatzea
2026,4,6,7,8,"Energiaren, ingurumenaren eta teknologiaren arloetan ikertzea"
2026,4,6,7,9,Telekomunikazioen berrikuntza teknologikoa
2026,4,6,8,,Azterlan teknikoak
2026,4,6,8,1,Nekazaritza-sektoreko azterlan teknikoak
2026,4,6,8,2,"Turismoko, industriako, merkataritzako eta best sektore batzuetako azterlanak eta proiektuak"
2026,4,6,8,9,Beste ikasketa batzuk
2026,4,6,9,,Beste berrikuntza teknologiko batzuk
2026,4,6,9,1,Beste berrikuntza teknologiko batzuk
2026,4,9,,,Izaera ekonomikoko beste jarduketa batzuk
2026,4,9,1,,Komunikazioak
2026,4,9,1,1,"Telekomunikazioen eta informazioaren gizartearen antolamendua, administrazioa eta sustapena"
2026,4,9,1,3,Telefonia eta irrati-telefoniako sarea mantentzea eta hedatzea
2026,4,9,1,4,Telebista-sarea mantentzea eta handitzea
2026,4,9,2,,Lehiaren defentsa
2026,4,9,2,1,Lehiaren defentsa
2026,4,9,2,3,Kontsumitzaileen eta erabiltzaileen eskubideak babestea eta sustatzea
2026,4,9,3,,Finantza-sektorearen antolamendua
2026,4,9,3,0,Finantza-administrazioaren gastu orokorrak
2026,4,9,3,1,"Aseguruak zuzentzea, kontrolatzea eta kudeatzea"
2026,4,9,3,3,Kontabilitatea eta ikuskaritzak erregulatzea
2026,4,9,4,,Lan-harremanak
2026,4,9,4,1,Lan-harremanak eta lan-baldintzak administratzea
2026,4,9,5,,"Kartografia, meteorologia eta metrologia"
2026,4,9,5,1,Informazio geografikoa garatzea eta aplikatzea
2026,4,9,5,2,Meteorologia
2026,4,9,5,3,Metrologia
2026,4,9,5,4,Geodesia eta geofisika
2026,4,9,6,,Jokoaren antolamendua
2026,4,9,6,1,Jokoaren antolamendua
2026,9,,,,Izaera orokorreko jarduketak
2026,9,1,,,Goi-zuzendaritza
2026,9,1,1,,Foru Komunitateko goi-zuzendaritza
2026,9,1,1,2,Legegintza
2026,9,1,1,3,Sektore publikoaren kanpo-kontrola
2026,9,1,2,,Gobernuaren goi-zuzendaritza
2026,9,1,2,1,Nafarroako Gobernua
2026,9,1,2,2,Nafarroako Foru Komunitatearen goi-aholkularitza
2026,9,1,2,3,Legebiltzarrarekiko harremanak
2026,9,2,,,Izaera orokorreko zerbitzuak
2026,9,2,1,,Administrazio orokorra
2026,9,2,1,1,"Administrazio Publikoaren zuzendaritza, antolamendua eta zerbitzu orokorrak"
2026,9,2,1,3,"Langileen hautaketa, prestakuntza, igoera eta ordezkaritza"
2026,9,2,1,4,"Langileen administrazioa, kudeaketa eta kontrola"
2026,9,2,1,5,Informazio-estaldura
2026,9,2,1,6,Aldizkari ofizialak editatzea eta egitea
2026,9,2,1,7,Aholkularitza eta defentsa
2026,9,2,1,8,"Ibilgailu, makineria, instalazio eta bestelakoen kontserbazioa eta mantentze-lanak"
2026,9,2,1,9,Inprimakiak eta argitalpenak
2026,9,2,1,A,Administrazio-baliabideen tramitazioa eta ebazpenak
2026,9,2,1,B,Zerbitzu orokorren koordinazioa
2026,9,2,1,C,Informatika
2026,9,2,2,,Gobernuaren lurraldeko koordinazioa eta antolakuntza
2026,9,2,2,1,Lurralde-politikako zuzendaritza eta zerbitzu orokorrak
2026,9,2,2,2,Koordinazio eta finantza-harremanak toki-erakundeekin
2026,9,2,2,3,Toki-administrazioaren araubide juridikoa eta langileriaren araubidea
2026,9,2,2,4,"Alor tekniko, juridiko edo ekonomikoetako laguntza"
2026,9,2,3,,Ekonomia eta ogasunaren administrazio orokorra
2026,9,2,3,1,Ondarearen kudeaketa
2026,9,2,3,3,Estatistikak prestatzea eta hedatzea
2026,9,2,3,4,Ekonomiako eta ogasuneko zuzendaritza eta zerbitzu orokorrak
2026,9,2,3,5,Finantza-organismo aldeaniztunekiko harremanak
2026,9,2,3,6,Zor publiko kudeatzea
2026,9,2,3,7,Diruzaintza kudeatzea
2026,9,2,3,8,Erosketak eta hornigaiak kudeatzea
2026,9,2,3,9,Ekonomia eta ogasunari laguntzeko zerbitzuak
2026,9,2,4,,Herritarren parte-hartzea
2026,9,2,4,1,Hauteskundeak eta alderdi politikoak
2026,9,2,4,9,Herritarrek parte hartzeko beste modu batzuk
2026,9,2,9,,"Ustekabeak, aldi baterako egoerak eta betearazpeneko kontingentziak"
2026,9,2,9,1,Ustekabeak eta sailkatu gabeko funtzioak
2026,9,3,,,Finantza- eta zerga-administrazioa
2026,9,3,1,,Politika ekonomikoa y fiskala
2026,9,3,1,1,Aurreikuspen eta politika ekonomikoa
2026,9,3,1,2,Aurrekontu-politika
2026,9,3,1,3,Zerga-politika
2026,9,3,1,4,Barne-kontrola eta kontabilitate publikoa
2026,9,3,1,5,Finantza- eta kreditu-politika
2026,9,3,2,,Zerga-sistemaren kudeaketa
2026,9,3,2,1,Zerga-sistemaren aplikazioa
2026,9,3,2,2,Higiezinen katastroaren kudeaketa
2026,9,3,2,3,Erreklamazio ekonomiko-administratiboak ebaztea
2026,9,3,2,4,Ikuskapen fiskala
2026,9,4,,,Transferentziak beste Administrazio Publiko batzuetara
2026,9,4,1,,Estatuarekin egindako hitzarmenak
2026,9,4,1,1,Hitzarmen Ekonomikoa Estatuarekin
2026,9,4,1,9,Beste hitzarmen batzuk
2026,9,4,2,,Toki-erakundeentzako transferentziak
2026,9,4,2,1,Nafarroako Ogasun Publikoak tributuetan parte hartzea
2026,9,4,2,2,"Toki-erakundeentzako transferentziak, Estatuaren diru-sarreretan duten partaidetzagatik"
2026,9,4,2,3,Beste transferentzia batzuk
2026,9,4,2,4,"Toki-erakundeentzako transferentziak, obra eta zerbitzuetan laguntzeko"
2026,9,4,2,5,Finantzak saneatzeko toki-erakundeentzako laguntza
2026,9,5,,,Zor publikoa; Herri-zorra
2026,9,5,1,,Zor publikoa; Herri-zorra
2026,9,5,1,1,Zor publikoaren amortizazioa eta finantza-gastuak moneta nazionalean
2026,9,5,1,2,Zor publikoaren amortizazioa eta finantza-gastuak atzerriko monetan
2026,2,3,2,5,Memoria y convivencia
